,movieId,title,genres,imdbId,tmdbId,adult,origin_country,original_title,popularity,production_companies,production_countries,release_date,spoken_languages,tagline,vote_average,vote_count,cast
14061,105565,Sincerely Yours (1955),Drama|Musical,48623,197926.0,False,US,Sincerely Yours,1.6752,"International Artists, Warner Bros. Pictures",United States of America,1955-11-05,English,,5.8,6,"Liberace, Joanne Dru, Dorothy Malone, Alex Nicol"
14062,105571,Attila (Attila the Hun) (1954),Drama,46731,56290.0,False,IT,Attila,0.9038,"Lux Film, Ponti-De Laurentiis Cinematografica, Lux Compagnie Cinématographique de France","France, Italy",1954-12-27,Italiano,See the Hun Hordes Storm Out of Asia to Crash Head-On Into the Vaunted Roman Legions!,5.3,20,"Anthony Quinn, Sophia Loren, Henri Vidal, Irene Papas"
14063,105575,Look (2007),Drama,810951,17025.0,False,US,Look,0.9105,"Capture Film Internatrional, Meteor Film Productions",United States of America,2007-12-05,English,Who is watching?,5.7,36,"Spencer Redford, Nichelle Hines, Jackie Geary, Bailee Madison"
14064,105577,Avenger (2006),Thriller,473445,47369.0,False,US,Avenger,0.9034,"Radiant Productions, Turner Network Television",United States of America,2006-04-09,,No peace without justice...,6.0,36,"Sam Elliott, Timothy Hutton, James Cromwell, William Hope"
14065,105579,Zombie Apocalypse (2011),Action|Horror|Sci-Fi,1876547,75735.0,False,US,Zombie Apocalypse,3.7411,The Asylum,"United States of America, United Kingdom",2011-10-29,"Pусский, English, Português",Mankind Survived... But Not Alive.,5.2,236,"Ving Rhames, Taryn Manning, Johnny Pacar, Lesley-Ann Brandt"
14066,105581,Zombie High (1987),Comedy|Horror,94383,55539.0,False,US,Zombie High,1.3416,Cinema Group,United States of America,1987-10-02,"English, Latin",THEY'LL DRAIN YOUR BRAIN!,4.1,38,"Virginia Madsen, Richard Cox, James Wilder, Sherilyn Fenn"
14067,105583,Voodoo Dawn (1991),Horror,100888,128917.0,False,US,Voodoo Dawn,1.1511,,United States of America,1990-11-01,English,,2.6,7,"Raymond St. Jacques, Theresa Merritt, Gina Gershon, Kirk Baily"
14068,105585,Machete Kills (Machete 2) (2013),Action|Crime|Thriller,2002718,106747.0,False,US,Machete Kills,2.2397,"Open Road Films, Overnight Films, AR Films, Aldamisa Entertainment, Demarest Films, 1821 Pictures, Quick Draw Productions, Universal Pictures",United States of America,2013-09-12,"English, Español",Trained to kill. Left for dead. Back for more.,5.61,1928,"Danny Trejo, Mel Gibson, Demián Bichir, Amber Heard"
14069,105591,I Am Fishead (2011),Documentary,2856738,99279.0,False,CZ,I am Fishead,0.3006,,Czech Republic,2011-09-11,English,How psychopaths and antidepressants influence our society,6.3,3,"Robert D. Hare, Peter Coyote, Paul Babiak, Philip G. Zimbardo"
14070,105593,Filth (2013),Comedy|Crime|Drama,1450321,85889.0,False,GB,Filth,4.768,"Egoli Tossell Film, Steel Mill Pictures, Filmgate Films, Logie Pictures, Altitude Film Entertainment, Film House Germany, Maven Screen Media, Entre Chien et Loup, Mollywood, Creative Scotland, Film i Väst, Lionsgate UK, Studio Mao, Icon Entertainment International, Icon Productions","Belgium, Germany, Sweden, United Kingdom, United States of America",2013-09-23,English,"It's a filthy job getting to the top, but someone's got to do it.",6.865,1758,"James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots"
14071,105595,Game of Chance (Onnenpeli) (1965),Comedy|Drama,138680,293109.0,False,FI,Onnenpeli,0.142,Filminor,Finland,1965-10-01,suomi,,5.1,9,"Jaakko Pakkasvirta, Anneli Sauli, Eija Pokkinen, Kaisa Korhonen"
14072,105597,Romeo and Juliet (2013),Drama|Romance,1645131,91745.0,False,US,Romeo & Juliet,3.6265,"Amber Entertainment, Echo Lake Entertainment, Swarovski Entertainment, Icon Productions, Relativity Media","United States of America, Italy, United Kingdom",2013-09-12,English,The most dangerous love story ever told.,6.724,570,"Douglas Booth, Hailee Steinfeld, Damian Lewis, Kodi Smit-McPhee"
14073,105599,Drona (2008),Action|Adventure|Fantasy|Musical,1060249,19623.0,False,IN,Drona,0.5527,,India,2008-10-02,हिन्दी,,3.3,18,"Abhishek Bachchan, Priyanka Chopra Jonas, Jaya Bachchan, Ali Haji"
14074,105601,Calling Dr. Death (1943),Mystery,35706,38273.0,False,US,Calling Dr. Death,1.6418,Universal Pictures,United States of America,1943-12-17,English,THE SCREEN'S FIRST INNER SANCTUM MYSTERY!,6.5,34,"Lon Chaney Jr., Patricia Morison, J. Carrol Naish, David Bruce"
14075,105608,Sunshine on Leith (2013),Musical,2481198,214100.0,False,GB,Sunshine on Leith,2.2264,DNA Films,United Kingdom,2013-10-03,English,When it happens... there's nothing like it!,6.6,130,"George MacKay, Kevin Guthrie, Paul Brannigan, Jane Horrocks"
14076,105612,Wild Seven (2006),Crime|Drama,464320,10006.0,False,US,Wild Seven,0.6841,Beat Pirate Films,United States of America,2006-01-01,English,No Plan is perfect,4.0,20,"Richard Roundtree, Robert Loggia, Lucie Arnaz, Christopher M. Clark"
14077,105616,"Frozen Ghost, The (1945)",Mystery,37722,64078.0,False,US,The Frozen Ghost,0.9723,Universal Pictures,United States of America,1945-06-01,English,The screen's newest Inner Sanctum Mystery!,6.306,31,"Lon Chaney Jr., Evelyn Ankers, Elena Verdugo, Martin Kosleck"
14078,105618,Four Eyes and Six-Guns (1992),Comedy|Western,104293,273160.0,False,US,Four Eyes and Six-Guns,1.2822,Turner Pictures,United States of America,1992-12-07,English,,2.5,2,"Judge Reinhold, Patricia Clarkson, Dan Hedaya, M. Emmet Walsh"
14079,105620,Baggage Claim (2013),Comedy,1171222,175528.0,False,US,Baggage Claim,1.1252,"Sneak Preview Productions, 20th Century Fox, TSG Entertainment, Big Screen Productions, Fox Searchlight Pictures",United States of America,2013-09-27,English,She's done flying solo.,5.3,204,"Paula Patton, Derek Luke, Jill Scott, Adam Brody"
14080,105622,Zero Charisma (2013),Comedy|Drama,2294965,169642.0,False,US,Zero Charisma,1.193,"Magic Stone Productions, Shark Films",United States of America,2013-10-11,English,You can never take the game too seriously.,6.2,48,"Sam Eidson, Garrett Graham, Brock England, Anne Gee Byrd"
14081,105628,Parking (Ting che) (2008),Crime|Drama,1232827,8935.0,False,TW,停車,0.5104,Cream Film Production,Taiwan,2008-05-23,普通话,,6.6,23,"Chang Chen, Gwei Lun-Mei, Jack Kao, Chapman To Man-Chat"
14082,105630,Stitches (2012),Comedy|Horror,2126362,115210.0,False,IE,Stitches,1.021,"Tailored Films, Fantastic Films, Solid Entertainment","Ireland, United States of America",2012-10-05,English,You'll die laughing...,6.3,417,"Ross Noble, Tommy Knight, Gemma-Leah Devereux, John McDonnell"
14083,105653,Escape Plan (2013),Action|Mystery|Thriller,1211956,107846.0,False,US,Escape Plan,5.7328,"Knightsbridge Entertainment, Summit Entertainment, Atmosphere Entertainment MM, EFO Films, Envision Entertainment, Boies/Schiller Film Group, Lionsgate","United Kingdom, United States of America",2013-10-09,"English, Deutsch, العربية, اردو",No one breaks out alone.,6.723,5253,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, 50 Cent"
14084,105659,Weird Woman (1944),Drama,37453,64076.0,False,US,Weird Woman,0.8166,Universal Pictures,United States of America,1944-03-01,English,WEAVING HER WEIRD DEAD SPELL OF VOODOO!,6.0,33,"Lon Chaney Jr., Anne Gwynne, Evelyn Ankers, Ralph Morgan"
14085,105665,Dances With the Dragons ( Yu long gong wu) (1991),Comedy|Drama|Romance,103314,172782.0,False,HK,與龍共舞,0.7695,Win's Movie Productions,Hong Kong,1991-12-19,广州话 / 廣州話,,5.833,15,"Andy Lau Tak-Wah, Sharla Cheung Man, Deanie Yip Tak-Han, Alfred Cheung Kin-Ting"
14086,105700,Unrest (2006),Horror|Thriller,453533,10085.0,False,US,Unrest,1.9551,"Asgaard Entertainment, YMIR Productions",United States of America,2006-11-11,English,The First Film To Use Real Bodies,5.7,188,"Corri English, Scot Davis, Joshua Alba, Jay Jablonski"
14087,105703,Haute Cuisine (2012),Drama,2094877,139651.0,False,FR,Les Saveurs du Palais,1.1479,"Armada Films, Vendôme Production, France 2 Cinéma, Wild Bunch",France,2012-09-17,"English, Français",,6.2,296,"Catherine Frot, Arthur Dupont, Jean d'Ormesson, Hippolyte Girardot"
14088,105709,Brazilian Western (Faroeste Caboclo) (2013),Crime|Drama|Romance,1869416,195423.0,False,BR,Faroeste Caboclo,0.4343,"Globo Filmes, Gávea Filmes, Fulano Filmes, O2 Filmes, Agência Nacional do Cinema - ANCINE, Fogo Cerrado Filmes, República Pureza Filmes, Telecine, Lereby Produções, Barry Company",Brazil,2013-05-31,Português,You lost your life,6.285,186,"Fabrício Boliveira, Isis Valverde, Felipe Abib, Antonio Calloni"
14089,105713,How to Meet Girls from a Distance (2012),Comedy,2261542,120587.0,False,US,How to Meet Girls from a Distance,0.2077,,New Zealand,2012-07-19,,Get to know her... then meet her.,5.7,7,"Richard Falkner, Scarlet Hemingway, Jonny Brugh, Jessica Manins"
14090,105715,Just Wright (2010),Comedy|Romance,1407061,38093.0,False,US,Just Wright,4.5932,"Dune Entertainment, Flavor Unit Entertainment, Fox Searchlight Pictures, Martin Chase Productions",United States of America,2010-05-14,English,In this game every shot counts.,6.558,431,"Queen Latifah, Common, Paula Patton, James Pickens Jr."
14091,105717,My Grandfather's People (Dedemin insanlari) (2011),Comedy|Drama,2150209,81708.0,False,TR,Dedemin İnsanları,0.5437,"Ay Yapım, Most Production","Greece, Turkey",2011-11-25,"ελληνικά, Türkçe",,7.432,59,"Çetin Tekindor, Yiğit Özşener, Gökçe Bahadır, Sacide Taşaner"
14092,105720,"Thief of Paris, The (Le voleur) (1967)",Comedy|Crime|Drama,62457,55370.0,False,FR,Le Voleur,0.5525,"NEF, Les Productions Artistes Associés, C. C. Champion","France, Italy",1967-02-22,Français,The light touch of the masters! Malle makes… Belmondo takes.,6.7,79,"Jean-Paul Belmondo, Geneviève Bujold, Marie Dubois, Julien Guiomar"
14093,105728,Family Secrets (Familjehemligheter) (2001),Drama,268297,121317.0,False,SE,Familjehemligheter,0.2166,SVT Drama,Sweden,2001-01-26,svenska,,4.9,4,"Rolf Lassgård, Maria Lundqvist, Magnus Krepper, Sissela Kyle"
14094,105731,Carrie (2013),Drama|Horror,1939659,133805.0,False,US,Carrie,4.1359,"Misher Films, Screen Gems, Metro-Goldwyn-Mayer","United States of America, Canada",2013-10-16,English,Know her name. Fear her power.,6.032,4516,"Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Ansel Elgort"
14095,105733,"Legend of Lylah Clare, The (1968)",Drama,63219,86816.0,False,US,The Legend of Lylah Clare,1.6997,"Metro-Goldwyn-Mayer, The Associates & Aldrich Company",United States of America,1968-08-21,English,"Overnight, she became a star...Over many nights, she became a legend.",6.1,23,"Kim Novak, Peter Finch, Ernest Borgnine, Milton Selzer"
14096,105742,"Fifth Estate, The (2013)",Drama|Thriller,1837703,162903.0,False,US,The Fifth Estate,1.6577,"Participant, Reliance Entertainment, Anonymous Content, DreamWorks Pictures","India, United States of America",2013-10-11,English,You can't expose the world's secrets without exposing yourself,6.004,1019,"Benedict Cumberbatch, Daniel Brühl, Anthony Mackie, David Thewlis"
14097,105744,Life According to Sam (2013),Documentary|Drama,2558550,159009.0,False,US,Life According to Sam,0.4329,"Fine Films, HBO Documentary Films",United States of America,2013-01-21,English,Progeria is just a part of who I am.,6.8,18,"Sam Berns, Leslie Gordon, Scott Berns, Francis Collins"
14098,105746,UnHung Hero (2013),Documentary,2708946,173495.0,False,US,UnHung Hero,0.4617,Green Sky Films,United States of America,2013-12-06,"普通话, English, 한국어/조선말, Bahasa melayu",A handful is all you need.,5.3,46,"Jonah Falcon, Dan Savage, Brian Spitz, Annie Sprinkle"
14099,105748,"Place of One's Own, A (1945)",Drama|Mystery|Thriller,37179,29368.0,False,GB,A Place of One's Own,0.4617,"Gainsborough Pictures, J. Arthur Rank Organisation",United Kingdom,1945-03-20,English,James Mason brings his genius to the strangest love story that ever haunted two hearts,5.4,17,"Margaret Lockwood, James Mason, Barbara Mullen, Dennis Price"
14100,105753,Superclásico (2011),Comedy|Drama,1609492,74674.0,False,DK,Superclásico,0.5725,Nimbus Film,"Argentina, Denmark",2011-03-17,"Dansk, Español, English",,6.2,36,"Paprika Steen, Anders W. Berthelsen, Sebastián Estevanez, Mikael Bertelsen"
14101,105755,"Counselor, The (2013)",Crime|Drama|Thriller,2193215,109091.0,False,US,The Counselor,3.7145,"Fox 2000 Pictures, Nick Wechsler Productions, Chockstone Pictures, TSG Entertainment, Scott Free Productions","United States of America, United Kingdom",2013-10-25,"English, Español",Sin is a choice.,5.28,1879,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem"
14102,105759,"Bikini Carwash Company, The (1992)",Comedy,103812,56115.0,False,US,The Bikini Carwash Company,0.8257,New City Releasing,United States of America,1992-06-17,English,"The Slipperiest, Sultriest, Sexiest Carwash in Town!",5.1,17,"Joe Dusic, Neriah Davis, Sara Suzanne Brown, Kristi Ducati"
14103,105761,Blood Suckers from Outer Space (1984),Comedy|Horror|Sci-Fi,86980,82407.0,False,US,Bloodsuckers from Outer Space,0.1883,One Of Those Productions,United States of America,1984-01-03,English,Nobody Can Escape ...,4.8,24,"Thom Meyers, Laura Ellis, Dennis Letts, Glen Coburn"
14104,105763,Bloodsucking Freaks (1976),Horror,77247,34023.0,False,US,Bloodsucking Freaks,1.832,"Troma Entertainment, Alan C. Margolin - Joel M. Reed Productions",United States of America,1976-11-03,English,"Join The Fun! Human Dart Boards! ""Home Style Brain Surgery"" Dental Hijinks!",4.945,118,"Seamus O'Brien, Viju Krem, Niles McMaster, Dan Fauci"
14105,105765,Cinema Komunisto (2010),Documentary,1686660,81622.0,False,RS,Cinema Komunisto,0.2639,Dribbling Pictures,Serbia,2010-01-29,Srpski,,7.143,14,"Josip Broz Tito, Velimir Živojinović, Veljko Bulajić, Stevan Petrović"
14106,105767,One Nation Under God (1993),Documentary,107748,154795.0,False,US,One Nation Under God,0.3374,,,1993-05-26,,,5.4,5,
14107,98572,"Congress, The (1988)",Documentary,272052,152795.0,False,FR,The Congress,2.2101,"Entre Chien et Loup, Opus Film, Paul Thiltges Distributions, Liverpool, Pandora Film, France 2 Cinéma, Śląski Fundusz Filmowy, Canal+","Belgium, France, Germany, Israel, Luxembourg, Poland",2013-07-03,English,,6.4,539,"Robin Wright, Harvey Keitel, Jon Hamm, Danny Huston"
14108,105769,"Congress, The (2013)",Animation|Sci-Fi,1821641,152795.0,False,FR,The Congress,2.2101,"Entre Chien et Loup, Opus Film, Paul Thiltges Distributions, Liverpool, Pandora Film, France 2 Cinéma, Śląski Fundusz Filmowy, Canal+","Belgium, France, Germany, Israel, Luxembourg, Poland",2013-07-03,English,,6.4,539,"Robin Wright, Harvey Keitel, Jon Hamm, Danny Huston"
14109,105772,Earth vs. The Spider (1958),Horror,51570,43115.0,False,US,Earth vs. the Spider,1.355,"Santa Rosa Productions, American International Pictures",United States of America,1958-09-01,English,The Spider will eat you alive!,4.7,64,"Ed Kemmer, June Kenney, Eugene Persson, Gene Roth"
14110,105776,"Trip to Mars, A (1910)",Sci-Fi,1515725,113194.0,False,US,A Trip to Mars,0.1047,Edison Studios,United States of America,1910-02-18,No Language,,6.3,22,
14111,105778,One Small Hitch (2013),Comedy|Romance,1937269,166879.0,False,US,One Small Hitch,1.0664,Principle Entertainment,United States of America,2013-02-14,English,Love with strings attached.,6.7,164,"Shane McRae, Aubrey Dollar, Daniel J. Travanti, Janet Ulrich Brooks"
14112,105792,"Stranger in Town, A (1943)",Drama|Romance,36395,194516.0,False,US,A Stranger in Town,1.3871,Metro-Goldwyn-Mayer,United States of America,1943-04-01,"Deutsch, English",You'll Take Him Into Your Heart!,6.5,13,"Frank Morgan, Richard Carlson, Jean Rogers, Porter Hall"
14113,105794,Another Nine & a Half Weeks (Love in Paris) (9 1/2 Weeks II) (Another 9 1/2 Weeks) (1997),Drama|Romance,119576,18167.0,False,US,Another 9 1/2 Weeks,1.7452,"Saga Pictures, Jones Film, M6 Films, NTTS Productions Ltd., Odessa Films","France, United Kingdom, United States of America",1997-06-12,English,"On the trail of an old love, he found a dangerous new obsession.",4.58,94,"Mickey Rourke, Agathe de La Fontaine, Angie Everhart, Steven Berkoff"
14114,105796,Back in the Saddle (Back in the Saddle Again) (1941),Action|Drama|Western,33366,200390.0,False,US,Back in the Saddle,0.3955,Republic Pictures,United States of America,1941-03-14,English,A symphony of Romance and ACTION...in Six-Gun Time!,5.5,2,"Gene Autry, Smiley Burnette, Mary Lee, Julie Bishop"
14115,105799,"Unbelievers, The (2013)",Documentary,2636522,191502.0,False,US,The Unbelievers,2.2377,Black Chalk Productions,United States of America,2013-12-13,English,What are you willing to believe?,6.4,132,"Richard Dawkins, Lawrence Krauss, Ayaan Hirsi Ali, Woody Allen"
14116,105801,Escape From Tomorrow (2013),Drama|Fantasy|Horror,2187884,158752.0,False,US,Escape from Tomorrow,0.844,"Mankurt Media, Producers Distribution Agency",United States of America,2013-10-11,English,Bad things happen everywhere.,4.8,230,"Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Jack Dalton"
14117,105803,Frankenstein Conquers the World (1965),Action|Drama|Sci-Fi,59205,3160.0,False,JP,フランケンシュタイン対地底怪獣,3.8387,"TOHO, Henry G. Saperstein Enterprises Inc.",Japan,1965-08-08,"English, Deutsch, 日本語",A fearsome kaijin? A mad new antagonistic kaiju? A golden entertainment epic of Japan-U.S. collaboration!,6.697,66,"Tadao Takashima, Nick Adams, Kumi Mizuno, Yoshio Tsuchiya"
14118,105805,Episode 3: Enjoy Poverty (2009),Documentary|War,1444307,58877.0,False,NL,Episode III: Enjoy Poverty,0.246,,"Netherlands, Belgium",2009-06-04,"English, Français, , Nederlands",Who owns poverty?,5.9,11,
14119,105811,Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen) (2000),Action|Sci-Fi,255198,39468.0,False,JP,ゴジラ×メガギラス G消滅作戦,2.6489,Toho Pictures,Japan,2000-11-03,日本語,Godzilla disappears.,6.709,199,"Misato Tanaka, Masatô Ibu, Shosuke Tanihara, Yuriko Hoshi"
14120,105813,Godzilla vs. Megalon (Gojira tai Megaro) (1973),Action|Sci-Fi,70122,39264.0,False,JP,ゴジラ対メガロ,2.7379,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory",Japan,1973-03-17,日本語,A Chilling Horror Classic,6.269,214,"Katsuhiko Sasaki, Yutaka Hayashi, Hiroyuki Kawase, Kanta Mori"
